"colmaxidx","colmaxval"
270,3.80848291161532
2943,2.03999049376051
5098,2.17186294270268
6355,1.92711651908315
2180,2.37205016962821
7257,1.72188374819365
6764,2.51207303899988
1080,2.47208495122761
1671,4.27810896035832
1487,2.19296830112451
6592,2.72221328698808
4847,3.61264147621087
5087,2.69792469233651
7204,3.33548116201666
5947,1.97456539501103
4424,2.90696715250174
6045,2.50575651575357
6180,2.1847792747482
6045,1.87688825675119
1539,2.59928353937253
832,1.68627750833744
5834,1.88795070932877
6206,2.16014780651893
4181,1.79240549493836
3404,2.38576692457144
4675,2.9141974606796
3102,2.46980005496611
2944,1.7780399366749
1671,1.98902448672228
3210,2.87886745511748
7027,1.76379220164174
525,4.27604496511421
258,2.71871567587077
4622,1.69585864707475
1138,2.34275668155261
1935,2.66937017463164
5411,1.97857658294941
2381,2.70035450339104
3110,2.81106823158256
2371,2.67217247598852
4332,1.48176037874029
3716,2.14699055112295
5820,2.59986312538134
1657,3.29932184273424
6169,1.91684751430126
2915,2.79041477324701
3191,5.95070986807836
5822,1.81700766057016
6613,1.80190965609636
6370,2.54597889250286
3908,1.76081587431677
584,2.29540413466315
6951,3.45513775685016
1791,2.53654664259872
3657,2.74950952699509
883,1.92756609738057
3083,2.27519166722657
4358,2.4468962735668
5105,2.84224224117674
3996,2.26127629226016
6776,38.9885070719424
1614,2.54309004827794
5623,3.22625887094786
6244,2.31098367374872
1652,2.84731472652337
4501,1.67890410101308
1293,1.90168603850703
948,3.26367169753059
2922,2.20268510679768
4768,2.07015238180099
1653,4.15314113511469
1678,2.72739554509663
6208,2.37904521689026
6842,3.12855884643268
3694,2.28719972708288
5482,2.42866351476986
6360,2.14690486839686
1022,3.16670045592652
5604,3.90675605978319
1705,1.79616629070933
1673,3.38387862085948
6904,2.27649173476715
5195,2.42968679971148
5602,2.62589185688296
4253,3.21241091751363
4769,3.32994280659879
5996,2.01735632251255
1373,1.82160344285573
4755,3.93646830784144
1011,23.3885095032128
6880,2.33739339680338
6885,2.13377068429233
3119,2.78827103995526
5889,2.49728715673845
6592,3.5193881138233
5139,1.80281954222093
5820,2.74802943214931
2308,3.64022747565955
1965,2.0485803926176
5372,2.02716969892201
4474,2.48626976144668
4813,2.17177668804987
6840,2.78004771366753
5581,2.51758350433911
1901,2.49402921327281
5557,2.11748416735847
6303,2.15051941743464
2241,1.70211143738553
7141,3.60135233094238
7241,2.20202814500183
5535,3.40077691321811
884,2.31668706099886
2333,2.25272916211798
3113,2.53072874537971
6795,2.69842953744173
6108,2.90567588905346
252,1.74842840656739
1982,19.6588583424576
3634,2.3874248737168
1982,3.47097508558406
3119,3.58599912170095
1675,2.04397008701641
4779,2.04994519891153
5818,2.85176785601704
1412,2.5049181189093
6187,2.68721187694955
2975,2.47427395248503
620,3.84275586066781
4279,3.15157370037496
6701,2.89777717370999
1317,2.1502201424234
6631,2.45896644298147
4768,5.06444384518815
6593,3.18073478063884
5623,2.0358888045559
5778,2.75017473249614
7255,2.21059693369141
7031,1.62758023768643
2754,3.35088831046102
6631,2.98018655856206
2407,2.48418970778742
3214,3.06815029012282
1406,2.16895668656093
2792,2.41461500106713
4236,5.36701938195199
2941,2.65407604675255
3974,1.44919062249592
2165,2.07242410910913
557,1.63263604043014
4342,2.86362859520229
5820,2.28452436650838
1292,2.76234555996541
6546,2.3307237606327
1172,2.42762065321131
405,2.5748396273369
3797,2.66593847212678
1812,2.6249925616262
4270,3.5996227623933
5431,2.35743144002718
6182,2.18538662558374
3189,2.93777774925021
703,2.30599110531034
3188,2.11238756173749
2977,2.45238257117247
5508,3.0135203362831
6774,2.80074260471977
2016,16.4695251915319
5845,2.37929597168858
5438,2.26991657590113
5623,2.21192992192744
5209,2.33521571510592
2301,2.04829155342868
2165,2.07363522621543
204,3.24963299320574
271,1.87826823008477
801,3.23846613933097
5326,2.37427129587599
4332,2.56962913519698
1483,2.10796824616232
6493,2.69120156809044
1384,2.3261399873915
5602,2.12953492482349
2789,2.04307832108239
6384,3.42550533184442
1659,3.01449012630621
3187,2.5142196163083
3350,2.48643462523712
6141,3.06129316419639
6773,1.84726718122788
3115,3.39184235595003
238,2.52285153122009
6997,2.33036527916184
2943,2.48360493348231
3906,2.04520891244691
253,3.43788394065172
5327,2.40540141257955
2609,1.92349139718669
2170,3.02332520263063
2165,2.24276477062816
1953,2.37013795105088
2330,2.24014648392195
6757,2.83514714441595
3120,2.13278636159397
5354,2.46246846049185
6569,2.85912068145649
216,2.72246804219417
3122,2.26892041380021
886,3.2934848180644
1003,3.06907453307792
5787,2.42529274851626
6086,3.06451324263827
5983,2.87048563272724
2696,2.69540656993362
5109,1.80515042389343
1659,2.20312698168783
3122,2.00235078525609
7254,2.28915790197459
4661,4.21399376807133
6295,2.87584111745937
2545,2.62428720598997
6593,2.14410276000773
5818,3.29044604229874
6631,3.37112842028341
5523,2.85044261896403
1711,2.85415284201227
5026,2.05205585716585
1675,2.4170412076111
2939,2.81969144436537
6220,3.02542548611322
4982,2.4208748512933
5341,2.93405395280449
3108,1.9943176702889
6373,2.44763558480453
632,2.01064848220644
994,6.23260375586624
632,2.71224409019732
5508,2.49181859811999
6119,1.73396452419832
4279,8.03403632812959
7050,2.12303318827197
3409,2.61116619632668
2438,1.95090021827528
4675,2.51471088727512
253,2.43971815469241
227,2.55913506369883
2942,3.00730268963478
3458,1.55386224950722
637,2.02754471693703
1190,2.80740488442021
511,6.89300118272263
3122,2.16253735869786
3082,3.01230484935539
3153,1.5941727102678
5564,10.3146788114817
551,3.0128722176538
5820,3.60598633667408
4168,2.21584367765982
6850,4.19796180382471
3088,1.80091559004733
6764,2.86670289237571
1677,2.1677993656203
6054,2.49963165079835
4245,2.91313707475617
1618,1.98506466087057
7141,2.07755292921213
2693,2.22695128514692
4640,2.14940135152095
3144,3.89210144078961
5341,2.64860029589286
2751,1.79931961999146
5077,2.43321335958268
5623,2.4255994421294
4773,2.57918095059639
4325,2.2824405837427
4301,2.31931485873692
2318,2.16239472614485
422,2.70614276785621
3082,2.55320099620578
2330,2.88667264819514
1071,2.46190966536838
4110,2.69356464996218
6379,2.29959168111067
3714,3.11837805878318
510,25.9770954670994
5407,3.0946064370715
352,3.99054155590373
3120,3.16386755981442
5816,4.06487813033415
4993,2.65520881036228
6841,2.92089759233526
4498,2.65377912918865
6068,6.96264617472215
3454,2.90843184422551
3120,3.79182536451504
6973,2.29414918881704
5554,3.49701340705311
6149,2.61500259410098
2942,2.52736409351432
1397,2.20963610157589
3110,2.1303666918128
7271,2.57857488773123
5787,2.52854712072652
5896,3.40561190618682
5812,2.25964075866387
3445,2.15625714714629
2801,2.70452372025237
5778,2.40496100899166
6174,2.21204899767978
5620,2.99793510681763
1188,5.3304333579746
7133,1.75175409077865
2431,2.12007359347556
3410,2.33194726789279
3027,3.39729195191637
1673,2.47223207774387
2281,2.20797169962544
6595,2.2232342627677
3077,2.32805000495653
4694,2.55511079346265
4344,4.01206855596866
2395,2.72284956552559
5012,2.10624250672925
3077,3.1289538007715
6362,28.8027416699695
3084,2.46960411254344
4181,1.7571897402142
6186,2.2086588069753
6355,1.64178431204183
1675,3.55874361377015
4168,2.65428537612498
5783,2.04756416114228
5864,3.68288821028912
997,3.44248233728376
274,2.04981473927297
2597,3.16631718819301
5327,2.53009346300279
210,1.844931252208
4594,2.68849642878445
4344,1.96356512503412
3377,8.47362299098486
2544,2.86520737938409
6616,2.26316188479289
265,2.16286298343215
6086,3.14229890467475
3283,2.14588056646967
6624,2.0643528643275
1386,1.85703964555692
6058,2.91003285903979
2506,2.40122057436535
4675,3.84830479031848
5149,2.44099005952481
3905,3.2987890666329
6235,1.99587247696615
5778,2.39286618594104
207,1.65164887174755
6754,2.57622929606714
3338,3.82837506566448
1061,1.91942599782389
3112,2.08099750518457
4081,2.38373740775596
1808,2.65385135691578
3151,2.9434472225455
5870,1.96019901198898
2372,2.38685348222438
192,2.3861836566275
1656,3.66559996354588
4982,3.10159375121613
5176,1.90587300312269
5401,2.83350520384934
6115,1.90876895765511
237,2.37507189475323
621,2.33605910410961
5320,2.60349845610457
4008,2.08342866077333
6690,2.06713568500017
3111,3.0925280296245
2165,2.30282941085037
1019,3.36648317495599
1919,3.36936423990688
4293,2.23231734719173
4273,2.18412953148277
4818,3.20837646102817
6801,2.56119390478978
1675,2.95065995751371
6446,2.88119013450725
3208,3.55330692243393
5339,2.53834215730596
2903,2.3063550335029
5605,1.94258513195724
961,1.8456851702472
352,3.17368982323827
1672,2.30677239618551
4291,3.26368422693394
5768,2.75741647200811
4367,2.7628226950863
4727,2.10189885845122
1680,1.96237226146943
252,2.84967658250056
1675,3.8630279673316
6063,2.6152421423577
1484,1.95820893699318
4007,2.3438194946421
2553,3.53061814582917
910,2.34215410701148
1517,3.03668427207649
3037,2.86753325819902
3088,2.58710102282383
6015,2.10789588272698
258,3.08881497366597
3279,2.61065163832489
1605,4.47373385700375
1209,1.88976176087512
1615,2.59774855904521
5303,2.09672773457011
4105,1.28917561252031
641,2.19709322787717
3410,2.55059089839733
4099,2.32665421078517
4558,2.88663521884584
5819,2.09877643683576
1461,2.54667321221319
3114,3.34964009979316
6825,2.34709774784082
5394,2.55761244625685
4392,2.63516083760788
6182,2.28005380227878
6678,2.05196399161031
2736,2.17399179872897
6619,2.6263909032998
3120,2.30701537526871
2036,2.89421027531433
5640,2.20820518067463
5626,3.32364805553611
3442,2.29726466998286
228,2.09312766837172
523,2.79518904250369
3121,2.30357899675152
6439,1.73259205720122
3124,2.2549371918207
4359,1.96706491843693
6592,2.23322902962307
3189,2.67273619784909
6324,1.77721897368928
5895,2.53216753487944
1384,2.13467811805017
6711,2.66796665883468
6050,2.2318915701293
2340,11.8976134952913
891,2.27929717446786
4166,3.48170681934498
5618,1.91006887942997
6182,1.72762231788591
7094,1.9643001075865
6300,2.02264916411535
3932,5.09481344460957
1220,1.83604440816527
6617,2.13819749426255
17,2.38288894332744
6086,2.8242585788697
2973,2.59768118266697
3907,3.47494848654555
3053,2.30583657437477
252,3.07408058538024
4726,2.32759708157047
2250,2.02161002464025
4104,1.78472856641564
2510,2.13260928026982
3121,1.71575404182898
531,3.45287339038813
6537,2.27556751751479
1675,3.15498168524053
3089,3.25047250096327
6045,2.42392874968428
977,2.04175557482698
7101,2.78181086437029
5605,2.27020434367097
4984,2.65961331461578
583,2.33814673606603
4658,1.90551523999516
1220,3.45246392046537
5405,2.3960565425996
2408,2.87589422967241
7235,2.94699276125417
377,2.55400823434429
3446,3.00876587287467
3120,2.46877488996212
2125,1.9640130145503
1482,2.27043585229493
3996,2.90972673158618
1011,9.24507086197656
5395,2.73393386366782
2125,2.42131895296819
1976,2.25029235022959
3193,2.36162374967427
6590,2.50359874744453
2164,3.81110026055454
3210,2.75494324122472
5522,3.12342252305998
5339,2.24535512557755
6059,3.70901823109135
4273,11.6153548641689
3214,2.60766283389646
6206,2.64891809750202
132,1.7560267567621
269,2.88937579008972
5623,2.15176323621659
1918,1.74751362449619
6054,2.61662862159294
3564,2.27546090948656
2939,3.57310543438556
7017,2.79261625915855
6066,1.87101501987707
5864,3.02044863872533
6385,3.29199999028178
4725,2.24542569634735
514,6.1478996587907
3624,2.86526368479504
4307,1.76160298976566
1623,2.29315596130495
239,2.26600793688381
840,1.95266708934298
2943,3.03446832309459
4224,2.07081057517319
3657,5.78828675566194
6240,2.10346019992273
4621,2.52940573448274
2609,2.55573349700726
3113,2.58839029485903
4893,2.17423219034775
3213,2.09307843513808
1834,2.48882438285048
4832,1.95580742121605
6063,2.26030229546844
6093,2.17467168517682
2024,6.23155034449906
2381,2.24189350393648
6706,1.99204319932163
4392,1.94943458924341
938,2.74531233377353
1011,20.4557680370485
5508,2.88753980061886
6325,2.44606542116516
5619,2.07490975600354
5622,4.12346895525668
2160,2.74377643617207
1927,2.63358013532912
1001,3.10252447631397
6228,2.57749272041781
5820,2.27493917493201
870,1.467042519852
7019,1.75737798362456
3081,3.12799184633747
3335,2.43310734514554
2018,6.83913880683214
3075,2.93003484612097
3775,1.75346451413507
2674,1.63370882124434
2233,1.95501445966042
3442,2.75374658760856
5556,2.10165558370827
4663,2.75238966274737
6606,2.30438168807205
4787,3.32228370425776
1834,2.31075924707951
1525,2.52889036027095
2825,2.94629879960223
3936,1.84197010670031
3902,2.12541209149965
6518,2.68090558506749
6053,1.98430692038433
5340,7.75405631075781
953,1.71412720879537
6624,1.77087142174485
265,1.81978960049928
6681,2.50460700853796
751,1.58809570050099
2975,3.53532540055354
2304,2.26923584662896
1538,2.92578150600065
1133,2.73760990090454
4846,2.70238345300583
1383,2.65336549064176
2715,2.14592437256052
6803,2.27206854835071
4926,2.56247788713666
2081,2.46111150831103
4399,2.5044598038289
4180,2.11328904806631
7271,3.50780604816589
5604,2.13938289105238
2106,2.3476379865668
5623,1.98679497807514
4350,1.82347664480444
3865,2.75881648869018
6981,2.82611486868662
3120,3.29471138889556
504,1.85052504805382
6379,3.37135637728778
1078,2.12756291712555
4815,2.5292015709722
7255,2.11250024338488
3667,2.13790797149453
3539,3.15134237940661
503,8.21223438140263
3083,3.43248193136971
7200,2.86623100930819
6092,2.0294143323527
1487,2.43344392225353
3696,2.26416314477067
5605,2.36179654611331
2250,2.50052199222
6630,2.55537397162511
5896,2.19506484478619
4155,2.33188448260371
6624,1.88979296067712
2371,1.82996327654261
6764,2.15377632201105
643,2.03015655861007
5777,2.8889262917529
2943,3.90553061446536
6801,2.78318040809522
5326,2.73772891774315
1972,2.75605487551369
7229,2.27820392972114
3519,2.41936138105436
7255,1.86297136753278
2128,2.3206076313798
5324,3.01784060831865
6067,9.90342271122272
3410,2.00922869094031
2265,2.69138463317346
2016,10.8800788549419
3120,2.32586120465768
4979,4.76890927565887
3659,2.4382185280172
1975,2.08958030942146
4469,1.95993985331981
6455,3.03305306900093
1618,2.50414052384883
1930,2.51655603318275
223,2.84817772304281
4212,2.66317123415421
980,2.1821821566249
3796,2.20571125862577
5814,2.84671713360155
1673,4.15227621528141
5393,3.55472524761395
5680,2.68785670926367
1015,9.19601275349042
4893,2.43296881900924
5534,2.3769906061876
1255,2.28062809851262
5778,3.37492132867165
43,2.45832367447715
1935,3.24582292136828
5778,2.3602319860794
5351,2.92964347416301
4665,2.0737068043641
